EmployeeID,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TrainingTimesLastYear,YearsAtCompany,JobInvolvement,PerformanceRating,Attrition
1981,3,1,2,40,Travel_Rarely,Human Resources,2,3,Medical,Male,5,Sales Executive,Married,24550,1,15,1,2,7,3,3,0
1982,1,3,3,26,Travel_Frequently,Research & Development,3,3,Medical,Male,2,Laboratory Technician,Divorced,139640,1,11,2,1,5,2,3,0
1983,4,4,3,46,Travel_Rarely,Research & Development,2,1,Medical,Female,3,Research Scientist,Divorced,49410,9,13,2,2,2,2,3,0
1984,3,3,3,54,Travel_Rarely,Research & Development,5,3,Medical,Female,2,Manufacturing Director,Married,24780,6,11,0,0,9,3,3,0
1985,1,3,3,56,Travel_Frequently,Research & Development,1,2,Life Sciences,Female,2,Manufacturing Director,Married,52280,2,11,0,4,5,3,3,0
1986,4,4,2,36,Travel_Rarely,Research & Development,4,2,Life Sciences,Female,2,Human Resources,Single,44780,0,18,1,3,14,3,3,0
1987,3,1,4,55,Non-Travel,Research & Development,2,3,Medical,Female,2,Manager,Single,75470,7,16,0,2,9,2,3,0
1988,3,4,3,43,Travel_Rarely,Sales,25,2,Life Sciences,Male,3,Research Scientist,Divorced,50550,5,22,0,2,1,2,4,0
1989,4,4,3,20,Travel_Frequently,Sales,8,3,Marketing,Male,3,Sales Executive,Single,34640,1,20,0,3,2,2,4,1
1990,3,1,2,21,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,1,Manager,Single,57750,1,18,0,2,1,3,3,1
1991,4,1,3,46,Travel_Rarely,Sales,12,3,Marketing,Female,3,Healthcare Representative,Divorced,89430,8,12,1,6,16,3,3,0
1992,1,3,4,51,Travel_Rarely,Sales,23,3,Medical,Female,2,Research Scientist,Married,192720,9,20,0,2,10,3,4,1
1993,2,1,2,28,Non-Travel,Research & Development,19,4,Life Sciences,Female,4,Laboratory Technician,Single,52380,1,17,1,4,10,2,3,1
1994,1,1,3,26,Travel_Rarely,Research & Development,5,4,Medical,Female,2,Sales Executive,Married,46820,1,11,1,3,5,1,3,0
1995,3,1,2,30,Travel_Rarely,Research & Development,8,3,Medical,Female,1,Sales Executive,Married,183000,0,14,0,6,6,3,3,0
1996,2,3,3,41,Travel_Rarely,Sales,1,4,Life Sciences,Female,1,Research Director,Married,52570,1,14,0,2,10,4,3,0
1997,3,3,2,38,Travel_Rarely,Research & Development,5,3,Technical Degree,Male,1,Sales Executive,Married,63490,1,11,0,3,19,3,3,0
1998,1,4,3,40,Travel_Rarely,Sales,1,4,Marketing,Male,1,Sales Executive,Married,48690,4,12,0,2,11,3,3,0
1999,1,3,3,27,Non-Travel,Sales,11,3,Technical Degree,Female,2,Laboratory Technician,Married,99850,1,14,1,3,3,2,3,0
2000,4,2,3,55,Travel_Frequently,Research & Development,23,5,Life Sciences,Male,3,Laboratory Technician,Married,36970,3,13,1,1,3,3,3,0
2001,3,3,4,28,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,2,Healthcare Representative,Single,74570,3,11,2,1,8,4,3,0
2002,2,1,3,44,Travel_Rarely,Research & Development,18,4,Life Sciences,Female,2,Sales Executive,Married,21190,9,15,0,3,20,3,3,1
2003,4,4,3,33,Travel_Rarely,Sales,23,4,Marketing,Female,4,Sales Executive,Divorced,39830,4,12,0,3,3,3,3,0
2005,1,3,3,33,Travel_Frequently,Research & Development,1,2,Life Sciences,Female,1,Sales Executive,Single,62140,1,19,2,3,13,3,3,1
2006,1,3,2,28,Travel_Rarely,Human Resources,1,1,Human Resources,Male,2,Research Scientist,Divorced,63470,1,15,1,2,4,3,3,0
2007,1,4,2,34,Travel_Frequently,Sales,29,4,Marketing,Male,1,Research Scientist,Single,115100,0,14,1,5,6,3,3,0
2008,4,4,3,37,Travel_Rarely,Research & Development,7,4,Life Sciences,Male,4,Sales Executive,Divorced,71430,2,21,0,6,1,2,4,0
2009,4,4,4,25,Travel_Rarely,Human Resources,25,4,Human Resources,Female,2,Research Scientist,Married,82680,1,12,0,3,7,2,3,1
2010,1,3,2,26,Travel_Rarely,Sales,8,2,Marketing,Male,2,Sales Executive,Divorced,80950,1,15,0,3,1,4,3,1
2011,1,2,3,33,Travel_Rarely,Research & Development,8,2,Life Sciences,Male,4,Manufacturing Director,Single,29040,4,13,0,2,2,3,3,1
2012,4,1,3,42,Travel_Rarely,Research & Development,11,1,Life Sciences,Male,4,Research Scientist,Married,60320,0,14,0,2,22,2,3,0
2013,1,2,3,28,Travel_Frequently,Research & Development,7,3,Life Sciences,Male,2,Manager,Divorced,29760,1,14,0,3,1,3,3,1
2014,4,3,3,50,Travel_Frequently,Research & Development,1,4,Medical,Male,2,Research Scientist,Single,159920,3,14,0,3,0,3,3,1
2015,4,2,3,33,Travel_Frequently,Sales,9,3,Medical,Female,2,Research Scientist,Married,46490,0,12,0,2,3,2,3,0
2016,3,4,3,34,Non-Travel,Sales,1,1,Marketing,Female,2,Research Director,Married,26960,3,23,0,3,0,3,4,0
2017,1,4,3,48,Non-Travel,Sales,2,1,Life Sciences,Male,2,Sales Executive,Single,23700,2,11,0,3,5,3,3,0
2018,2,3,3,45,Non-Travel,Research & Development,1,3,Medical,Female,2,Human Resources,Married,125040,1,12,1,2,15,3,3,0
2019,2,2,3,52,Travel_Rarely,Sales,1,3,Life Sciences,Male,1,Sales Executive,Single,59740,7,18,1,6,8,3,3,0
2020,3,3,3,38,Travel_Rarely,Research & Development,6,2,Medical,Male,1,Research Scientist,Divorced,47360,0,11,1,3,8,2,3,0
2021,3,4,3,29,Travel_Rarely,Research & Development,8,3,Medical,Female,4,Research Scientist,Divorced,52960,4,14,0,3,7,4,3,0
2022,4,2,2,28,Travel_Rarely,Human Resources,1,3,Human Resources,Female,4,Laboratory Technician,Divorced,67810,0,15,1,2,9,3,3,0
2023,1,3,3,46,Travel_Rarely,Research & Development,6,4,Medical,Male,3,Sales Executive,Married,21740,3,11,1,3,12,3,3,0
2024,4,2,3,38,Travel_Rarely,Research & Development,7,4,Medical,Male,1,Sales Executive,Single,66530,7,20,1,2,1,3,4,0
2025,3,1,3,43,Travel_Frequently,Research & Development,5,3,Medical,Female,2,Laboratory Technician,Married,96990,8,19,1,3,8,3,3,0
2026,1,4,3,39,Travel_Frequently,Sales,1,3,Marketing,Male,2,Healthcare Representative,Divorced,67550,7,14,1,2,18,3,3,1
2027,3,3,4,40,Travel_Rarely,Research & Development,1,1,Life Sciences,Male,1,Healthcare Representative,Single,22130,1,17,0,4,20,3,3,0
2028,4,2,4,21,Travel_Rarely,Research & Development,1,4,Life Sciences,Female,1,Research Scientist,Single,26100,1,11,1,3,2,2,3,0
2029,3,2,2,39,Non-Travel,Research & Development,6,3,Life Sciences,Male,1,Laboratory Technician,Single,28510,9,15,0,2,5,3,3,0
2030,1,4,3,36,Non-Travel,Research & Development,1,3,Medical,Male,3,Sales Representative,Single,34520,2,13,3,4,11,4,3,0
2031,3,4,3,31,Travel_Frequently,Research & Development,7,3,Life Sciences,Male,1,Sales Executive,Married,52580,0,14,3,5,2,3,3,0
2032,1,2,1,28,Travel_Rarely,Sales,2,4,Marketing,Male,1,Sales Executive,Married,93550,0,11,0,4,5,3,3,0
2033,4,4,3,35,Travel_Frequently,Research & Development,9,2,Other,Female,1,Manufacturing Director,Divorced,104960,1,13,1,2,5,3,3,0
2034,4,2,3,49,Travel_Rarely,Sales,2,2,Medical,Female,1,Sales Executive,Married,63800,6,23,1,1,9,2,4,0
2035,4,3,2,34,Travel_Frequently,Sales,9,1,Technical Degree,Male,2,Sales Executive,Single,26570,2,13,1,3,3,2,3,0
2036,4,2,2,29,Travel_Frequently,Research & Development,1,4,Medical,Male,3,Research Scientist,Divorced,27160,0,18,0,2,7,1,3,0
2037,2,4,3,42,Travel_Rarely,Sales,21,2,Life Sciences,Female,1,Healthcare Representative,Single,22010,4,12,1,3,1,4,3,0
2038,2,4,2,29,Travel_Rarely,Sales,4,2,Other,Female,2,Healthcare Representative,Married,65400,1,22,0,2,10,1,4,0
2039,3,3,4,38,Travel_Rarely,Research & Development,1,3,Medical,Female,1,Human Resources,Married,38160,1,13,2,2,7,2,3,0
2040,3,3,3,28,Travel_Frequently,Sales,6,4,Life Sciences,Male,1,Manager,Divorced,52530,1,15,0,2,3,3,3,0
2041,3,3,3,18,Non-Travel,Research & Development,2,4,Medical,Male,3,Laboratory Technician,Single,109650,1,18,0,5,0,4,3,1
2042,1,1,3,33,Travel_Rarely,Research & Development,3,2,Life Sciences,Male,1,Sales Executive,Single,49360,0,14,0,2,5,2,3,1
2043,2,4,3,41,Travel_Rarely,Research & Development,4,2,Medical,Male,2,Research Scientist,Married,25430,3,12,0,3,1,3,3,0
2044,3,3,2,31,Travel_Frequently,Sales,10,3,Technical Degree,Female,1,Research Director,Married,53040,1,17,0,3,2,4,3,1
2045,3,4,3,37,Travel_Rarely,Research & Development,23,3,Life Sciences,Male,3,Manufacturing Director,Divorced,166590,7,16,1,2,6,3,3,0
2046,4,3,3,27,Travel_Rarely,Research & Development,6,2,Medical,Female,1,Healthcare Representative,Married,42600,1,11,2,2,4,3,3,0
2047,2,3,2,34,Travel_Rarely,Sales,1,1,Marketing,Female,2,Laboratory Technician,Married,24760,1,19,0,2,6,3,3,0
2048,3,3,1,35,Travel_Rarely,Research & Development,6,3,Life Sciences,Female,3,Laboratory Technician,Single,31020,1,13,1,3,5,2,3,0
2049,4,1,1,29,Travel_Rarely,Research & Development,6,3,Life Sciences,Male,1,Sales Executive,Married,22440,1,12,3,5,11,1,3,1
2050,2,3,2,40,Travel_Frequently,Research & Development,2,4,Medical,Male,4,Human Resources,Single,75960,9,11,0,0,18,1,3,0
2051,3,1,2,42,Travel_Frequently,Sales,2,4,Life Sciences,Male,1,Laboratory Technician,Single,22850,0,16,0,3,21,1,3,1
2052,2,1,4,42,Travel_Rarely,Research & Development,1,2,Life Sciences,Male,4,Laboratory Technician,Single,30340,7,21,1,3,6,2,4,0
2053,4,3,3,35,Travel_Rarely,Research & Development,5,3,Medical,Male,1,Healthcare Representative,Married,57150,6,24,2,0,8,3,4,0
2054,4,2,3,24,Travel_Rarely,Sales,7,4,Life Sciences,Female,1,Laboratory Technician,Single,25760,8,17,3,3,4,3,3,0
2056,1,4,3,26,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,2,Sales Representative,Married,143360,1,21,1,3,8,3,4,0
2057,3,3,3,30,Travel_Rarely,Research & Development,7,2,Life Sciences,Female,1,Manufacturing Director,Married,34480,1,11,0,3,10,3,3,0
2058,3,4,1,40,Travel_Frequently,Research & Development,26,4,Life Sciences,Male,2,Research Scientist,Married,194060,3,20,3,2,1,3,4,0
2059,3,2,4,35,Travel_Rarely,Research & Development,18,5,Medical,Female,2,Research Scientist,Divorced,65380,2,16,1,3,7,3,3,0
2060,4,1,3,34,Travel_Frequently,Research & Development,6,2,Life Sciences,Male,1,Research Director,Single,43060,0,11,0,2,13,3,3,0
2061,4,4,4,35,Travel_Frequently,Research & Development,3,3,Medical,Female,2,Laboratory Technician,Married,22580,1,11,1,2,2,3,3,0
2062,1,3,2,43,Travel_Rarely,Sales,5,3,Marketing,Female,3,Research Scientist,Single,45220,8,15,1,3,4,3,3,1
2063,3,1,3,32,Non-Travel,Research & Development,11,2,Other,Female,2,Research Scientist,Divorced,44870,1,11,0,5,1,2,3,0
2064,4,1,3,56,Travel_Rarely,Research & Development,3,2,Other,Male,2,Healthcare Representative,Divorced,44490,4,15,0,3,5,1,3,0
2065,2,4,3,29,Travel_Rarely,Research & Development,26,1,Life Sciences,Male,1,Laboratory Technician,Married,22180,1,24,1,1,10,3,4,0
2066,3,1,3,19,Travel_Rarely,Research & Development,23,4,Life Sciences,Male,2,Laboratory Technician,Single,191970,1,12,0,2,1,3,3,0
2067,1,3,2,45,Travel_Rarely,Research & Development,22,3,Life Sciences,Female,2,Sales Representative,Married,132120,4,13,0,4,3,3,3,0
2068,4,4,2,37,Travel_Rarely,Research & Development,14,4,Life Sciences,Male,3,Research Scientist,Married,65770,1,13,0,1,14,1,3,0
2069,1,3,2,20,Travel_Rarely,Research & Development,6,3,Medical,Male,5,Research Director,Single,83920,1,17,0,5,2,3,3,0
2070,3,3,3,44,Travel_Rarely,Human Resources,6,2,Human Resources,Male,3,Sales Executive,Single,45580,1,13,1,2,6,1,3,1
2071,4,3,3,53,Travel_Rarely,Research & Development,6,4,Life Sciences,Male,1,Research Director,Divorced,40310,3,12,1,3,7,2,3,0
2072,2,4,2,29,Travel_Rarely,Research & Development,23,3,Medical,Male,1,Sales Executive,Married,79690,0,14,0,3,5,3,3,0
2073,3,4,3,22,Travel_Frequently,Research & Development,22,4,Medical,Male,1,Sales Representative,Married,26540,0,24,0,5,0,2,4,1
2074,3,1,3,46,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,2,Research Scientist,Married,165550,8,14,2,4,26,3,3,0
2075,4,3,3,44,Non-Travel,Research & Development,20,3,Life Sciences,Male,1,Sales Representative,Single,45560,2,13,0,4,0,3,3,0
2076,2,3,3,33,Travel_Rarely,Research & Development,28,4,Life Sciences,Female,1,Manager,Married,60910,1,15,0,6,5,1,3,0
2077,1,1,1,41,Non-Travel,Research & Development,12,3,Life Sciences,Male,2,Sales Representative,Divorced,195660,6,16,0,2,1,4,3,1
2078,3,1,3,30,Travel_Rarely,Sales,20,3,Marketing,Male,3,Sales Executive,Divorced,48100,8,18,0,3,4,2,3,0
2079,2,2,3,40,Travel_Frequently,Sales,9,3,Medical,Male,1,Manufacturing Director,Married,45230,5,16,1,5,0,4,3,0
2080,4,1,3,50,Travel_Frequently,Research & Development,25,4,Life Sciences,Female,2,Healthcare Representative,Married,32020,2,24,1,2,2,3,4,0
2081,4,1,3,28,Travel_Rarely,Research & Development,6,3,Technical Degree,Male,2,Research Scientist,Married,23510,1,16,0,4,6,3,3,0
2082,4,2,3,46,Travel_Rarely,Research & Development,8,4,Other,Male,3,Manager,Married,17020,5,21,0,2,4,3,4,0
2083,3,1,3,35,Travel_Rarely,Sales,4,4,Marketing,Male,1,Laboratory Technician,Married,180410,3,20,1,3,7,2,4,0
2084,4,2,1,24,Travel_Rarely,Human Resources,28,4,Human Resources,Male,3,Manufacturing Director,Married,28860,1,19,1,5,1,3,3,1
2085,2,3,2,33,Travel_Frequently,Research & Development,9,2,Medical,Female,1,Sales Executive,Married,20970,1,14,2,5,10,2,3,0
2086,3,3,3,36,Travel_Rarely,Research & Development,9,2,Medical,Male,2,Sales Executive,Divorced,119350,1,11,3,6,7,4,3,0
2087,3,3,2,30,Travel_Rarely,Sales,29,3,Marketing,Male,1,Sales Executive,Divorced,25460,1,14,1,2,10,3,3,0
2088,4,4,3,44,Travel_Rarely,Research & Development,3,4,Medical,Male,2,Research Scientist,Single,25640,1,12,3,3,20,1,3,0
2089,3,4,3,20,Travel_Rarely,Research & Development,18,4,Medical,Male,1,Human Resources,Single,84120,1,13,0,2,2,2,3,0
2090,4,4,2,46,Travel_Rarely,Sales,9,1,Medical,Female,1,Sales Executive,Divorced,141180,2,22,0,3,6,3,4,0
2091,4,1,4,42,Non-Travel,Research & Development,5,4,Medical,Male,5,Sales Executive,Married,170460,7,11,0,3,4,2,3,0
2092,2,4,3,60,Travel_Rarely,Sales,2,2,Life Sciences,Male,2,Sales Executive,Divorced,25640,0,14,1,3,11,3,3,0
2093,3,2,3,32,Travel_Frequently,Sales,10,3,Life Sciences,Female,1,Sales Executive,Married,102660,1,11,0,3,2,3,3,0
2094,4,3,3,32,Travel_Frequently,Research & Development,9,3,Life Sciences,Female,2,Research Scientist,Single,50700,4,12,1,6,8,3,3,0
2095,3,1,3,36,Travel_Rarely,Sales,3,2,Marketing,Male,4,Healthcare Representative,Divorced,178610,2,18,0,2,7,2,3,0
2096,1,4,3,33,Travel_Rarely,Sales,26,2,Marketing,Male,1,Research Scientist,Married,42300,0,12,0,0,14,3,3,0
2097,2,2,4,40,Travel_Rarely,Research & Development,1,3,Medical,Female,2,Research Scientist,Divorced,37800,7,12,0,2,5,1,3,0
2098,3,4,3,25,Travel_Rarely,Research & Development,6,2,Medical,Female,1,Laboratory Technician,Single,27680,0,22,1,0,4,3,4,0
2099,4,2,3,30,Travel_Rarely,Sales,9,3,Marketing,Female,1,Research Scientist,Married,90710,0,19,1,2,11,2,3,0
2100,1,1,3,42,Travel_Frequently,Human Resources,8,2,Medical,Male,1,Sales Executive,Married,106480,3,13,1,1,1,3,3,0
2101,3,4,2,35,Non-Travel,Research & Development,1,1,Life Sciences,Male,2,Sales Executive,Married,136100,4,22,2,4,13,2,4,0
2102,1,1,2,27,Travel_Rarely,Research & Development,7,3,Life Sciences,Male,3,Manufacturing Director,Married,34080,1,24,0,2,9,3,4,0
2103,4,3,1,54,Travel_Frequently,Research & Development,9,2,Medical,Male,2,Sales Representative,Divorced,29830,7,14,1,2,5,2,3,0
2104,1,4,3,44,Travel_Rarely,Human Resources,4,4,Life Sciences,Male,5,Laboratory Technician,Married,76320,1,21,0,3,10,3,4,0
2105,1,2,4,19,Non-Travel,Sales,2,2,Other,Male,3,Healthcare Representative,Single,98240,1,18,0,2,1,3,3,1
2106,1,4,3,29,Travel_Rarely,Research & Development,19,4,Life Sciences,Male,1,Manufacturing Director,Divorced,99500,1,20,0,3,3,3,4,0
2107,4,4,3,54,Travel_Rarely,Research & Development,9,4,Life Sciences,Male,2,Sales Executive,Married,20930,3,19,0,2,10,3,3,0
2108,3,1,2,31,Travel_Rarely,Research & Development,21,3,Life Sciences,Male,2,Laboratory Technician,Married,99800,1,12,0,1,6,3,3,0
2109,3,1,3,31,Travel_Rarely,Sales,24,1,Marketing,Female,1,Sales Executive,Single,38940,1,12,0,3,10,4,3,0
2110,3,4,3,59,Travel_Rarely,Research & Development,3,4,Technical Degree,Male,1,Research Scientist,Single,40510,5,16,3,3,6,3,3,0
2111,3,4,3,43,Travel_Rarely,Research & Development,11,2,Life Sciences,Male,3,Laboratory Technician,Married,168350,3,17,1,3,8,3,3,0
2112,1,3,4,49,Travel_Rarely,Sales,14,4,Life Sciences,Male,2,Research Scientist,Married,62300,2,14,0,2,1,2,3,0
2113,3,2,2,36,Travel_Frequently,Sales,5,2,Marketing,Female,1,Laboratory Technician,Married,47170,1,19,1,3,11,3,3,0
2114,4,2,2,48,Travel_Rarely,Research & Development,1,4,Life Sciences,Female,2,Laboratory Technician,Single,132370,5,13,1,2,1,4,3,0
2115,1,3,3,27,Travel_Rarely,Research & Development,6,4,Life Sciences,Male,2,Laboratory Technician,Divorced,37550,1,19,0,2,5,3,3,0
2116,3,4,3,29,Travel_Rarely,Sales,17,4,Medical,Male,1,Laboratory Technician,Divorced,65820,1,19,1,3,6,3,3,0
2117,4,4,4,48,Travel_Rarely,Sales,1,1,Marketing,Male,2,Manufacturing Director,Single,74060,6,14,2,2,1,3,3,0
2118,4,4,2,29,Travel_Rarely,Research & Development,3,3,Technical Degree,Female,2,Healthcare Representative,Divorced,48050,3,16,1,2,7,3,3,0
2119,3,3,2,34,Travel_Rarely,Sales,9,4,Medical,Female,2,Laboratory Technician,Married,27410,0,15,1,3,1,3,3,0
2120,2,2,3,44,Travel_Rarely,Research & Development,4,3,Life Sciences,Female,1,Laboratory Technician,Married,42620,7,18,0,2,22,3,3,0
2121,4,3,3,33,Travel_Rarely,Research & Development,8,2,Life Sciences,Female,2,Research Scientist,Divorced,161840,0,13,1,2,9,4,3,0
2122,2,4,3,19,Travel_Rarely,Sales,2,4,Marketing,Male,3,Laboratory Technician,Single,115570,1,22,0,0,1,3,4,0
2123,4,3,3,23,Travel_Rarely,Sales,2,3,Medical,Male,3,Laboratory Technician,Married,18780,1,13,1,2,1,3,3,0
2125,3,4,2,26,Travel_Rarely,Human Resources,9,3,Life Sciences,Male,2,Research Scientist,Single,68110,1,11,1,4,8,3,3,0
2126,1,2,3,45,Travel_Rarely,Human Resources,12,3,Human Resources,Male,2,Laboratory Technician,Single,43060,2,11,2,3,24,3,3,1
2128,1,3,1,21,Travel_Frequently,Research & Development,20,2,Medical,Female,4,Research Scientist,Single,53370,1,14,1,2,2,3,3,1
2129,4,2,3,46,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,1,Manufacturing Director,Married,23400,2,13,1,2,11,1,3,0
2130,3,1,3,34,Travel_Rarely,Sales,13,4,Medical,Male,3,Sales Representative,Single,74910,0,14,1,3,3,2,3,0
2131,4,2,2,51,Travel_Frequently,Research & Development,14,3,Life Sciences,Male,2,Research Director,Divorced,105270,4,14,0,3,29,3,3,0
2132,4,4,2,59,Travel_Rarely,Research & Development,4,2,Life Sciences,Male,2,Research Scientist,Single,165950,6,21,1,2,9,3,4,0
2133,3,2,4,34,Travel_Frequently,Sales,14,4,Medical,Female,3,Research Scientist,Divorced,88340,4,13,1,1,11,3,3,0
2134,4,3,2,28,Travel_Frequently,Research & Development,2,3,Other,Female,1,Manager,Single,55770,0,19,0,3,4,3,3,0
2135,3,1,2,44,Travel_Rarely,Research & Development,3,4,Life Sciences,Male,2,Research Scientist,Divorced,47070,1,17,0,4,25,1,3,0
2136,3,2,4,34,Travel_Frequently,Sales,1,3,Life Sciences,Male,2,Sales Executive,Married,24000,4,18,1,3,10,3,3,0
2137,3,3,3,35,Travel_Rarely,Research & Development,9,3,Life Sciences,Male,4,Healthcare Representative,Married,98240,0,19,0,2,3,3,3,0
2138,2,2,3,42,Travel_Rarely,Research & Development,23,4,Life Sciences,Female,1,Manager,Married,64470,6,13,0,3,1,3,3,0
2139,4,4,4,43,Travel_Rarely,Research & Development,7,2,Medical,Female,1,Laboratory Technician,Single,195020,3,18,2,3,21,4,3,0
2140,3,2,3,36,Travel_Rarely,Research & Development,2,4,Medical,Male,1,Healthcare Representative,Single,27250,9,21,1,4,16,2,4,0
2141,1,4,3,44,Travel_Rarely,Research & Development,21,4,Life Sciences,Female,2,Laboratory Technician,Married,62720,1,19,1,3,10,3,3,1
2142,4,4,3,28,Travel_Frequently,Research & Development,2,3,Life Sciences,Female,2,Sales Representative,Married,21270,1,14,0,3,2,3,3,0
2143,2,3,3,51,Travel_Frequently,Sales,21,4,Medical,Male,2,Research Scientist,Single,182000,0,17,0,3,7,3,3,0
2144,3,3,3,30,Non-Travel,Research & Development,2,4,Other,Male,1,Research Scientist,Single,20960,7,11,3,2,8,3,3,0
2145,2,3,3,29,Travel_Rarely,Research & Development,29,4,Technical Degree,Female,1,Sales Representative,Divorced,28860,3,13,0,4,7,3,3,1
2146,4,1,2,28,Travel_Rarely,Sales,1,4,Life Sciences,Female,2,Sales Representative,Single,20330,2,15,1,5,3,3,3,0
2147,4,2,2,25,Travel_Rarely,Research & Development,18,2,Life Sciences,Male,1,Research Scientist,Single,36220,1,25,0,0,2,3,4,0
2148,3,4,4,32,Travel_Rarely,Research & Development,10,4,Other,Female,1,Sales Executive,Married,42330,1,11,0,5,10,3,3,0
2149,3,2,3,45,Travel_Frequently,Research & Development,19,3,Medical,Male,3,Laboratory Technician,Single,36810,3,17,1,2,0,3,3,0
2150,3,2,3,39,Travel_Rarely,Sales,29,1,Marketing,Female,1,Laboratory Technician,Divorced,54600,6,13,2,3,19,3,3,0
2151,1,3,3,58,Travel_Rarely,Research & Development,27,3,Other,Male,2,Laboratory Technician,Divorced,21870,1,18,1,1,2,1,3,0
2152,4,3,3,32,Travel_Rarely,Research & Development,5,3,Technical Degree,Female,1,Sales Executive,Married,96020,1,13,1,3,10,3,3,1
2153,3,1,3,39,Travel_Rarely,Research & Development,18,2,Life Sciences,Male,2,Laboratory Technician,Single,28360,0,20,0,3,5,2,4,1
2154,1,4,3,30,Travel_Rarely,Sales,9,1,Marketing,Male,4,Research Director,Married,40890,0,18,0,2,9,4,3,0
2155,4,3,3,36,Travel_Rarely,Sales,1,3,Marketing,Male,2,Sales Executive,Married,166270,3,12,0,5,7,2,3,0
2156,4,1,4,46,Travel_Rarely,Sales,4,3,Medical,Male,1,Research Scientist,Single,26190,6,12,1,3,7,2,3,0
2157,3,4,3,28,Non-Travel,Research & Development,1,3,Medical,Male,5,Sales Executive,Married,56790,0,13,0,2,9,2,3,0
2158,4,1,3,50,Travel_Rarely,Research & Development,20,2,Medical,Female,5,Laboratory Technician,Married,154020,4,21,0,3,3,2,4,0
2159,4,2,3,40,Travel_Rarely,Sales,8,1,Other,Male,1,Laboratory Technician,Single,59850,2,13,3,1,5,2,3,1
2160,2,2,2,52,Travel_Rarely,Research & Development,3,2,Technical Degree,Male,3,Laboratory Technician,Single,25790,9,19,1,1,8,3,3,1
2161,2,1,3,30,Travel_Rarely,Research & Development,6,4,Medical,Female,1,Sales Executive,Married,30410,1,11,1,2,9,2,3,0
2162,1,3,3,39,Travel_Rarely,Research & Development,26,1,Medical,Male,2,Healthcare Representative,Single,34470,0,14,0,5,8,3,3,0
2163,4,3,2,31,Non-Travel,Research & Development,1,2,Medical,Male,1,Sales Executive,Divorced,195130,1,12,1,1,10,2,3,0
2164,3,2,3,41,Non-Travel,Sales,6,3,Life Sciences,Female,1,Research Director,Single,27730,1,11,0,3,19,3,3,0
2165,4,2,4,31,Travel_Frequently,Research & Development,3,1,Life Sciences,Male,1,Sales Executive,Single,71040,1,14,1,3,3,3,3,1
2166,1,1,4,44,Travel_Rarely,Sales,5,3,Life Sciences,Male,1,Laboratory Technician,Married,63220,4,11,1,2,3,3,3,1
2167,3,3,2,42,Non-Travel,Research & Development,4,3,Life Sciences,Male,2,Laboratory Technician,Married,20830,0,12,2,3,20,2,3,0
2168,4,3,3,55,Travel_Rarely,Sales,11,3,Technical Degree,Male,2,Manufacturing Director,Married,83810,4,15,1,3,19,3,3,0
2169,4,2,3,56,Travel_Rarely,Sales,3,2,Medical,Female,3,Manufacturing Director,Single,26910,6,16,1,6,7,3,3,0
2170,3,3,3,40,Non-Travel,Research & Development,1,1,Life Sciences,Male,1,Laboratory Technician,Divorced,42860,9,15,0,6,4,3,3,0
2171,4,4,2,34,Travel_Rarely,Research & Development,3,2,Technical Degree,Male,2,Research Director,Divorced,26590,0,24,3,2,9,3,4,0
2172,3,4,3,40,Travel_Rarely,Sales,4,3,Medical,Male,2,Sales Executive,Single,94340,1,13,1,3,9,2,3,0
2173,3,1,3,41,Travel_Frequently,Sales,1,4,Other,Female,2,Healthcare Representative,Divorced,55610,0,11,0,2,9,2,3,0
2174,3,3,3,35,Travel_Frequently,Sales,1,2,Technical Degree,Male,2,Manager,Single,66460,1,13,1,2,9,2,3,0
2176,2,1,3,38,Travel_Rarely,Sales,2,4,Life Sciences,Female,1,Research Scientist,Divorced,107250,3,18,0,5,7,2,3,0
2177,3,1,4,34,Travel_Rarely,Sales,4,3,Life Sciences,Male,2,Research Scientist,Single,88470,1,16,0,3,10,4,3,0
2178,4,4,2,25,Travel_Rarely,Research & Development,6,2,Medical,Female,4,Research Scientist,Married,20450,3,19,0,3,3,3,3,0
2179,3,1,2,58,Travel_Rarely,Sales,1,4,Technical Degree,Male,2,Sales Executive,Married,10090,7,13,2,3,10,4,3,1
2180,2,2,3,40,Travel_Rarely,Research & Development,14,4,Medical,Female,1,Research Scientist,Married,33480,3,22,0,2,4,1,4,0
2181,1,1,2,36,Travel_Frequently,Sales,16,2,Life Sciences,Male,1,Research Scientist,Married,12810,2,11,0,2,15,3,3,0
2182,4,4,3,48,Travel_Rarely,Research & Development,2,1,Life Sciences,Male,2,Research Scientist,Single,28190,1,20,0,2,10,2,4,0
2183,3,3,3,27,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,2,Laboratory Technician,Married,48510,8,18,0,2,1,3,3,0
